x,y,z,px,py,pz,phi,theta,charge
-1.723256,-2.035278,20.000000,-1.933090,3.156395,-14.377332,2.120310,2.889624,1.000000
3.341749,-0.912541,20.000000,-0.099008,-1.123510,-1.470917,4.624492,2.487441,-1.000000
-1.816286,-2.036244,20.000000,-1.119506,-1.184096,-3.139206,3.955022,2.662790,1.000000
4.078085,4.507880,20.000000,0.044197,-0.207887,-0.670373,4.921870,2.834580,-1.000000
-2.211274,1.142373,20.000000,0.158801,0.153330,-0.861768,0.767871,2.890831,1.000000
4.852207,-2.010044,20.000000,1.647129,-2.835725,-3.893850,5.238608,2.441647,-1.000000
-3.027155,-2.177386,20.000000,-0.189149,-0.114303,-0.663240,3.685171,2.819946,1.000000
-4.027037,4.938458,20.000000,0.166533,0.239757,-0.764089,0.963710,2.776657,-1.000000
-4.430396,1.931061,20.000000,-0.336347,1.215372,-1.741733,1.840783,2.514925,1.000000
1.158727,-2.199342,20.000000,1.334670,2.503134,-1.711510,1.080943,2.113668,-1.000000
-1.795927,4.081955,20.000000,-1.068260,-0.004338,-0.918904,3.145654,2.281171,-1.000000
4.972767,-1.931062,20.000000,-4.935028,-1.405769,-4.524359,3.419098,2.293414,1.000000
1.530625,1.275566,20.000000,1.094239,-0.347487,-2.433848,5.975697,2.700826,-1.000000
-0.354157,-1.060137,20.000000,-5.402937,-2.034234,-8.465569,3.501682,2.543075,1.000000
1.989261,0.916011,20.000000,8.150109,8.865201,-6.152092,0.827400,2.043106,1.000000
-2.290024,-2.877500,20.000000,2.053024,6.178906,-3.206617,1.250009,2.028417,1.000000
-4.379201,4.760078,20.000000,0.484494,0.595049,-1.905389,0.887451,2.758741,-1.000000
2.732719,-0.118013,20.000000,0.490828,-0.111839,-0.771542,6.059153,2.563483,1.000000
-2.956203,4.972572,20.000000,0.420427,0.248005,-3.847808,0.532951,3.015409,1.000000
-2.533558,-1.862752,20.000000,-0.025442,0.014759,-0.956147,2.615919,3.110841,-1.000000
3.128899,0.966907,20.000000,-0.431168,-0.420227,-0.419886,3.914142,2.179772,1.000000
-3.210414,-1.937716,20.000000,-0.115171,-5.086139,-26.423122,4.689749,2.951383,1.000000
-1.721270,0.665723,20.000000,1.232776,1.166952,-1.989387,0.757975,2.435198,-1.000000
-2.793723,2.680543,20.000000,0.187929,0.065835,-0.494929,0.336958,2.759076,-1.000000
-4.347618,-1.816457,20.000000,-0.682198,0.062259,-0.946899,3.050583,2.515302,1.000000
-4.837793,3.107659,20.000000,-0.083768,0.019586,-0.155570,2.911910,2.636465,-1.000000
-0.229613,3.292234,20.000000,-5.119334,-3.083366,-6.187594,3.683700,2.373573,1.000000
4.675294,-0.699322,20.000000,0.032154,-0.031468,-0.057202,5.508576,2.475132,-1.000000
-4.875319,-2.254613,20.000000,0.343644,-4.475798,-5.287933,4.789017,2.437733,1.000000
-3.773973,-2.716421,20.000000,-2.728902,4.618925,-4.381963,2.104430,2.255694,1.000000
-4.101518,1.556850,20.000000,1.169086,1.122528,-1.097166,0.765084,2.165884,-1.000000
-1.796608,-4.241021,20.000000,0.078343,0.153725,-0.288307,1.099472,2.602316,-1.000000
-1.270243,-4.024147,20.000000,-0.760462,-0.611180,-1.120044,3.818583,2.424999,1.000000
-0.800980,1.361795,20.000000,-0.275945,-0.262406,-0.658390,3.901848,2.617231,1.000000
-3.618211,-3.149523,20.000000,1.506260,0.679378,-1.104093,0.423715,2.159847,1.000000
3.573886,4.571834,20.000000,-0.901014,2.453066,-7.048185,1.922800,2.786530,-1.000000
2.976112,1.695324,20.000000,0.537297,-0.080828,-1.749315,6.133871,2.840437,1.000000
1.858750,2.739478,20.000000,1.146546,-0.079062,-2.587462,6.214338,2.723599,-1.000000
4.819321,1.808536,20.000000,-0.540847,-0.721730,-0.562629,4.069287,2.128555,1.000000
1.931958,3.724552,20.000000,1.258215,-1.002898,-0.906117,5.610227,2.083681,-1.000000
4.723036,-3.536421,20.000000,-0.271924,-0.139874,-0.362300,3.616683,2.440579,1.000000
4.926802,-2.804773,20.000000,1.666654,-1.010829,-3.433811,5.737999,2.625293,1.000000
-4.235824,-4.117783,20.000000,-19.209020,0.625996,-9.961703,3.109016,2.048992,-1.000000
2.876368,2.081269,20.000000,-3.564921,6.890884,-11.054738,2.048219,2.529648,-1.000000
-1.955573,-3.896418,20.000000,-1.638338,0.510128,-4.065327,2.839738,2.742192,-1.000000
-3.488473,1.496897,20.000000,-0.115839,1.098209,-1.864865,1.675888,2.606956,1.000000
-4.830375,1.898199,20.000000,3.783665,3.355812,-7.793179,0.725542,2.565952,-1.000000
2.102579,3.248370,20.000000,-0.902159,-1.245887,-8.583743,4.085664,2.964273,-1.000000
0.631670,-3.077134,20.000000,-0.097285,-0.863502,-2.429448,4.600199,2.798093,1.000000
1.731291,-0.823426,20.000000,-0.298888,0.235070,-0.730325,2.475150,2.661552,1.000000
-0.825911,1.322675,20.000000,-3.361936,3.746620,-16.618635,2.302132,2.847473,1.000000
-1.191061,-3.501562,20.000000,-0.796500,4.447609,-2.913496,1.748003,2.143516,1.000000
-4.017326,0.990519,20.000000,-0.036077,-0.258275,-2.120719,4.573601,3.019238,1.000000
-3.256055,0.695939,20.000000,-0.422593,0.342152,-1.492288,2.460995,2.792177,1.000000
2.321200,1.042374,20.000000,-17.763577,0.231437,-12.935367,3.128565,2.200156,-1.000000
2.480279,-3.138192,20.000000,-0.184593,0.573832,-0.891496,1.882026,2.547048,1.000000
-3.512482,2.583505,20.000000,5.532371,-17.933948,-30.183053,5.011613,2.585296,1.000000
