x,y,z,px,py,pz,phi,theta,charge
1.891433,4.348911,20.000000,0.555637,-0.603887,-1.379720,5.456199,2.605027,1.000000
3.464802,-3.577259,20.000000,-8.810139,3.448752,-8.518593,2.768476,2.303822,-1.000000
3.259172,3.306720,20.000000,0.009131,-0.396184,-1.493738,4.735433,2.882266,-1.000000
0.944640,-1.316129,20.000000,0.372645,-3.228715,-3.039388,4.827296,2.322697,-1.000000
0.711531,2.272278,20.000000,0.151238,-0.119732,-0.440261,5.613536,2.728646,1.000000
-2.049242,3.920379,20.000000,-0.084069,-0.611654,-0.977221,4.575800,2.578121,-1.000000
-1.205338,-0.045677,20.000000,0.890701,-0.824823,-2.128892,5.536170,2.623352,-1.000000
4.558582,-1.722672,20.000000,-0.245586,-1.094141,-1.125570,4.491593,2.358067,1.000000
-0.898989,-4.946144,20.000000,1.882530,0.791733,-4.825202,0.398111,2.741209,1.000000
0.639828,3.672142,20.000000,-0.057667,0.308435,-0.699689,1.755627,2.720023,1.000000
0.139415,4.339914,20.000000,-0.026812,0.322083,-1.534211,1.653850,2.933968,-1.000000
4.845646,4.318842,20.000000,-1.219729,0.524220,-1.441134,2.735677,2.397174,-1.000000
-2.317342,-1.013804,20.000000,-0.751785,-0.027645,-1.177364,3.178348,2.573015,-1.000000
4.910765,-0.664012,20.000000,-0.120588,0.067141,-0.587795,2.633559,2.910961,-1.000000
2.042562,0.261599,20.000000,-9.432145,0.883490,-7.992763,3.048197,2.271623,-1.000000
-4.022924,-2.965270,20.000000,-1.023553,0.774831,-0.783427,2.493626,2.118728,1.000000
-3.538683,2.776805,20.000000,1.230710,1.246484,-0.750314,0.791766,1.975493,1.000000
-2.406195,0.448265,20.000000,-0.876090,-2.087279,-1.617911,4.314992,2.191336,-1.000000
2.791458,4.865566,20.000000,-1.266308,1.130288,-1.676596,2.412889,2.350035,-1.000000
4.915226,-1.790650,20.000000,0.654305,0.378189,-7.539501,0.524086,3.041689,1.000000
3.046424,-3.406118,20.000000,0.064414,0.266483,-0.535275,1.333628,2.668248,1.000000
3.300732,4.452225,20.000000,3.812216,1.608371,-1.872763,0.399241,1.995826,1.000000
0.000300,4.355393,20.000000,0.629198,-0.471118,-0.501337,5.640479,2.138554,-1.000000
-3.296606,-2.981671,20.000000,1.858252,-0.559358,-4.454645,5.990799,2.730746,1.000000
1.964883,-2.039567,20.000000,1.562373,-1.343330,-3.342461,5.573028,2.589163,1.000000
-1.994906,-1.569020,20.000000,-3.688139,-0.982201,-3.914764,3.401865,2.368880,-1.000000
-1.749370,-2.074347,20.000000,0.486572,-0.748066,-0.735076,5.289074,2.259834,-1.000000
2.169196,-1.900356,20.000000,0.784955,0.009684,-1.177567,0.012337,2.553608,1.000000
-0.066913,4.306421,20.000000,0.044231,1.401877,-2.078726,1.539255,2.548030,-1.000000
2.629596,-0.836010,20.000000,-0.075057,0.015442,-0.419326,2.938681,2.960844,1.000000
3.251942,-2.544491,20.000000,-0.274097,-0.003959,-1.008801,3.156035,2.876265,-1.000000
-1.058846,3.649146,20.000000,-36.369440,48.405681,-104.612475,2.215159,2.616932,-1.000000
4.176542,3.502481,20.000000,0.338680,0.198284,-0.765133,0.529660,2.667659,1.000000
3.002516,0.628482,20.000000,-4.178275,1.957580,-6.467470,2.703450,2.521907,-1.000000
2.172195,1.773825,20.000000,1.831951,3.218491,-4.101579,1.053335,2.407174,1.000000
-2.029419,-2.758655,20.000000,0.838948,0.105680,-0.385417,0.125307,1.998466,1.000000
-3.666655,1.719041,20.000000,1.206076,1.283854,-6.136755,0.816625,2.862066,1.000000
-4.653745,-2.288936,20.000000,-0.049994,-0.125953,-0.139186,4.334535,2.369568,1.000000
1.685975,-1.556686,20.000000,-0.914887,-0.620146,-0.763105,3.737290,2.175071,-1.000000
0.419113,-3.640719,20.000000,-0.101610,0.119879,-0.285199,2.273899,2.637973,1.000000
2.504757,-1.057164,20.000000,0.130527,-0.325983,-0.653179,5.093248,2.648326,-1.000000
-3.536049,-1.933149,20.000000,0.226213,0.367958,-1.751900,1.019581,2.899863,1.000000
-4.927827,3.771279,20.000000,0.000709,-1.422814,-2.502686,4.712888,2.624646,-1.000000
-2.531481,1.012356,20.000000,0.790938,-0.866306,-1.319362,5.452340,2.414826,1.000000
2.707475,-1.037257,20.000000,0.494043,0.651017,-0.770510,0.921637,2.326764,-1.000000
-3.746105,-3.100346,20.000000,-0.314013,-0.440757,-3.001608,4.093363,2.963214,-1.000000
-3.772843,-3.472050,20.000000,-0.827216,0.166249,-1.550257,2.943261,2.643160,-1.000000
2.430522,3.720740,20.000000,-0.181098,-0.268697,-1.526898,4.119335,2.932481,1.000000
1.245918,-1.058568,20.000000,-0.751410,-2.086034,-2.783056,4.366648,2.468872,-1.000000
-4.248512,-3.426669,20.000000,0.145266,-0.088850,-0.260311,5.734255,2.562303,1.000000
1.231782,2.962522,20.000000,0.121319,-1.001787,-2.016927,4.832905,2.677690,1.000000
1.972586,-3.284633,20.000000,-0.262956,0.254967,-0.337502,2.371618,2.315340,-1.000000
2.484735,2.658751,20.000000,1.471744,-2.563188,-5.513854,5.233610,2.649528,1.000000
-4.344394,0.288620,20.000000,4.723318,2.451703,-3.511219,0.478782,2.154024,1.000000
1.554927,4.720567,20.000000,0.068124,-0.092346,-0.668527,5.347974,2.971595,-1.000000
1.982343,-3.399216,20.000000,-0.704723,-1.058770,-4.577402,4.125121,2.870573,1.000000
3.198299,-3.391932,20.000000,0.180501,0.074378,-0.527563,0.390864,2.787168,1.000000
1.303610,-1.830064,20.000000,3.651652,-2.682756,-12.944055,5.649568,2.804864,-1.000000
0.318436,3.530104,20.000000,0.995269,-0.084514,-1.405727,6.198473,2.523816,1.000000
2.405690,3.868207,20.000000,-0.616317,-2.378058,-2.325628,4.458800,2.328809,1.000000
-2.203659,-0.309864,20.000000,-0.868470,-0.746329,-1.807283,3.851496,2.576832,-1.000000
-3.045737,3.758408,20.000000,-0.629833,0.206630,-1.433842,2.824586,2.708559,1.000000
4.864359,0.240676,20.000000,-1.171412,2.266031,-3.966925,2.047908,2.570124,-1.000000
1.793804,2.697599,20.000000,-2.626563,-2.108151,-4.359298,3.817934,2.483789,-1.000000
-1.579208,2.796533,20.000000,-0.008220,0.166206,-0.235130,1.620211,2.525695,1.000000
-0.743667,-2.930990,20.000000,-1.664475,-1.125207,-3.393824,3.736038,2.607081,1.000000
3.501200,-1.941874,20.000000,-0.572788,-1.262105,-1.178686,4.286350,2.275536,-1.000000
-2.505633,-2.969973,20.000000,-0.352221,-1.123535,-0.809573,4.408599,2.173127,-1.000000
4.710595,4.851784,20.000000,0.160118,1.075821,-3.530410,1.423048,2.842734,-1.000000
-2.334762,0.126305,20.000000,0.439135,0.090069,-2.411296,0.202300,2.957784,-1.000000
-2.277038,2.592005,20.000000,1.068010,2.243405,-1.489004,1.126478,2.110686,1.000000
-3.468906,3.753712,20.000000,8.624164,3.122078,-9.998722,0.347338,2.399298,-1.000000
3.377402,3.634824,20.000000,0.267581,-2.002029,-1.387247,4.845256,2.172617,-1.000000
1.407771,2.213022,20.000000,3.928232,-2.450221,-13.019761,5.725488,2.799943,1.000000
-2.438393,-2.210548,20.000000,-0.103288,3.332654,-8.635211,1.601779,2.773106,-1.000000
3.423738,-1.703524,20.000000,0.355057,1.259344,-1.041703,1.295991,2.243180,-1.000000
-2.537190,0.502461,20.000000,-0.222177,0.032945,-0.399912,2.994385,2.629856,-1.000000
1.093660,-1.837161,20.000000,0.476621,-4.002047,-9.303400,4.830925,2.732788,-1.000000
4.671475,-1.056180,20.000000,0.435166,-0.348312,-0.672667,5.608194,2.449633,-1.000000
1.365042,1.352076,20.000000,-0.037300,-0.054898,-0.655241,4.115595,3.040645,-1.000000
3.363440,-4.981118,20.000000,-1.273064,1.049980,-2.989244,2.451932,2.637181,1.000000
-1.878109,-3.238499,20.000000,4.893037,2.102393,-3.603676,0.405820,2.165694,-1.000000
-1.016492,3.378832,20.000000,-1.191513,-0.066422,-2.228274,3.197281,2.649908,-1.000000
-4.937141,2.893784,20.000000,-2.393008,-9.786706,-7.585358,4.472578,2.216143,1.000000
-4.194173,-1.686757,20.000000,0.364719,-0.897933,-2.661626,5.098208,2.792386,-1.000000
-4.678894,4.733850,20.000000,0.048258,0.458936,-1.064151,1.466030,2.732420,-1.000000
-4.460527,2.846740,20.000000,-0.582689,-0.370389,-0.600573,3.707818,2.286694,1.000000
-3.350881,-2.445220,20.000000,0.003752,0.020152,-0.115417,1.386716,2.965826,-1.000000
-2.589765,-4.658852,20.000000,-0.183550,0.082990,-1.050480,2.716963,2.952133,1.000000
1.013446,2.125745,20.000000,2.801171,1.054393,-6.542827,0.360007,2.712557,1.000000
-4.976876,3.799444,20.000000,-0.128886,-0.137503,-0.758102,3.959327,2.897932,-1.000000
2.011899,-1.143262,20.000000,0.026586,-0.268757,-0.783294,4.810992,2.809571,1.000000
-2.964724,3.209439,20.000000,-50.776983,14.433898,-0.957504,2.864637,1.588933,1.000000
-4.851833,-1.806863,20.000000,1.284732,0.598160,-1.854266,0.435744,2.489023,1.000000
2.600654,1.742092,20.000000,4.708247,1.956828,-8.269285,0.393896,2.589069,1.000000
-0.572089,2.413948,20.000000,-1.544027,-1.639005,-6.759872,3.956821,2.820048,1.000000
-0.395439,4.456663,20.000000,5.126514,7.700290,-11.525919,0.983424,2.465268,-1.000000
-1.686984,3.118379,20.000000,-2.158378,1.455546,-4.813656,2.548276,2.645827,1.000000
3.705531,-2.760495,20.000000,0.475312,-0.181808,-0.680816,5.917853,2.499706,-1.000000
3.589670,4.728408,20.000000,0.311243,-0.388065,-0.624692,5.388372,2.469095,1.000000
