x,y,z,px,py,pz,phi,theta,charge
-4.606457,2.762955,20.000000,-18.575222,24.611750,-99.082894,2.217318,2.839892,-1.000000
2.905227,4.272699,20.000000,0.023726,-0.021723,-0.145826,5.541814,2.924475,1.000000
-1.610759,0.245194,20.000000,0.304198,0.003540,-1.524379,0.011636,2.944612,-1.000000
-4.070734,3.184182,20.000000,-1.206295,0.006583,-2.247013,3.136136,2.648900,1.000000
3.132147,-3.969810,20.000000,0.247350,0.299409,-1.054507,0.880325,2.788717,1.000000
4.800252,-3.147637,20.000000,-0.947304,-2.209655,-3.653635,4.307379,2.559602,1.000000
-4.292770,4.132680,20.000000,-0.281844,0.222293,-0.972810,2.473775,2.788102,1.000000
4.824857,3.494534,20.000000,1.977161,2.547839,-3.754158,0.910852,2.431869,1.000000
-4.475293,4.175967,20.000000,-0.750523,0.205521,-1.376644,2.874308,2.627113,-1.000000
-4.708314,3.596416,20.000000,0.213538,-0.064775,-0.188866,5.988667,2.273184,1.000000
-0.024771,-0.389290,20.000000,-0.525428,0.232405,-2.090373,2.725148,2.873369,1.000000
2.066760,1.588301,20.000000,1.393695,1.709235,-1.496782,0.886741,2.167073,-1.000000
4.809409,0.643041,20.000000,1.388280,-0.035096,-1.345737,6.257910,2.340476,1.000000
-3.786792,1.084596,20.000000,-0.022550,0.092000,-0.134699,1.811167,2.528706,1.000000
-4.300866,3.093119,20.000000,0.819821,0.369884,-0.705990,0.423832,2.236297,-1.000000
-0.436517,4.887079,20.000000,2.324768,-3.054056,-3.445254,5.363024,2.302296,1.000000
-2.164780,2.057491,20.000000,0.015722,-0.014339,-0.106466,5.543770,2.944327,-1.000000
-2.385441,-4.093728,20.000000,0.280403,0.229779,-0.974888,0.686493,2.785575,1.000000
-0.178173,-0.293148,20.000000,27.570610,-8.258543,-20.695561,5.992149,2.194208,1.000000
-4.553893,4.369676,20.000000,-8.269656,-18.145793,-23.322664,4.284777,2.434192,1.000000
-2.602188,-3.225243,20.000000,0.112612,0.065476,-0.263480,0.526652,2.682440,1.000000
-0.103765,-0.641726,20.000000,-0.367289,-0.351393,-2.099963,3.904877,2.904104,1.000000
-4.139211,1.746239,20.000000,-0.008990,0.025347,-0.073767,1.911645,2.791981,1.000000
-3.234456,-1.139332,20.000000,12.210198,5.075921,-5.524752,0.393977,1.966558,1.000000
1.259277,-0.289153,20.000000,0.284946,0.165642,-0.858206,0.526565,2.774913,1.000000
-4.772810,-1.785473,20.000000,0.486885,-0.507013,-2.001958,5.477538,2.803917,1.000000
-2.965052,0.872266,20.000000,-3.628845,4.017173,-4.290147,2.305450,2.240940,1.000000
1.640373,2.545235,20.000000,50.996342,1.191698,-6.046553,0.023364,1.688782,1.000000
-4.349680,-3.431458,20.000000,0.153102,0.093840,-1.090869,0.549867,2.978442,-1.000000
-4.521680,1.154850,20.000000,0.434878,-0.133205,-0.615467,5.985955,2.505178,-1.000000
3.039267,-3.166966,20.000000,2.101216,-0.311354,-1.755770,6.136078,2.261531,1.000000
4.538476,1.168865,20.000000,0.041386,-0.394814,-0.485744,4.816832,2.456418,1.000000
-0.504039,-2.588048,20.000000,-0.151004,0.498246,-1.090818,1.865069,2.696285,-1.000000
-2.205074,-4.148775,20.000000,0.506302,-0.717164,-1.699692,5.327116,2.664839,1.000000
-3.357973,3.566628,20.000000,-0.206945,0.248394,-0.465317,2.265416,2.534363,-1.000000
4.725488,1.904066,20.000000,-1.147649,-0.187314,-1.287654,3.303381,2.407087,1.000000
-1.800881,3.149850,20.000000,1.787904,-0.431226,-4.326943,6.046515,2.739678,1.000000
-4.914185,-1.073701,20.000000,3.083208,-2.012022,-2.377397,5.705003,2.144175,1.000000
3.233877,3.043860,20.000000,0.852769,-0.730255,-1.505466,5.575026,2.500812,1.000000
4.001690,-0.506081,20.000000,-0.983587,-5.073453,-9.375037,4.520895,2.637796,1.000000
1.531867,4.564414,20.000000,-6.273223,0.090890,-14.761106,3.127105,2.739698,-1.000000
-4.404815,3.462879,20.000000,-0.211016,0.358087,-0.906616,2.103300,2.711735,-1.000000
2.256649,-3.801690,20.000000,0.299478,-0.223331,-0.446894,5.642420,2.445310,-1.000000
1.411132,-1.194470,20.000000,0.103386,-0.001616,-0.521498,6.267556,2.945860,-1.000000
0.733005,-2.914416,20.000000,19.344643,-27.534779,-31.369458,5.324826,2.321122,-1.000000
-4.141992,1.083053,20.000000,0.201514,-0.463379,-1.248793,5.122598,2.757101,-1.000000
4.497981,-4.670728,20.000000,-1.224223,-1.089192,-1.822842,3.868688,2.409366,1.000000
-1.167791,1.211598,20.000000,-1.490494,-0.163062,-3.151042,3.250561,2.697460,1.000000
-2.921051,0.197219,20.000000,0.117738,0.159770,-0.675788,0.935718,2.855943,-1.000000
3.104009,-3.291732,20.000000,-0.810072,6.497871,-11.287556,1.694824,2.615917,1.000000
-1.770436,2.287757,20.000000,0.462730,-0.145731,-0.605902,5.978082,2.466435,-1.000000
-0.333517,-4.711992,20.000000,0.074794,-0.034017,-0.181948,5.856336,2.717415,1.000000
-0.051485,-0.605300,20.000000,1.238000,-0.031026,-2.399326,6.258129,2.665116,-1.000000
-3.557137,0.245391,20.000000,0.755293,-2.975467,-2.406248,4.960979,2.235604,1.000000
-0.119056,-0.231262,20.000000,-0.080165,0.279149,-1.156340,1.850447,2.895518,-1.000000
-2.552979,0.128934,20.000000,1.510033,-0.883501,-2.712800,5.753803,2.568805,1.000000
-2.391974,4.553960,20.000000,0.075533,-0.527827,-3.064033,4.854526,2.969298,1.000000
1.634922,-0.884966,20.000000,-0.034246,0.078770,-0.174627,1.980906,2.684476,-1.000000
3.254254,2.253740,20.000000,0.345214,0.545651,-0.986757,1.006705,2.562166,1.000000
0.224897,-3.460173,20.000000,-2.109636,1.367803,-7.649956,2.566372,2.824052,-1.000000
-0.783728,-3.133510,20.000000,1.952064,-0.656045,-3.069060,5.958967,2.550592,-1.000000
3.208266,-1.699023,20.000000,-2.385112,0.809084,-10.841935,2.814551,2.913339,-1.000000
3.339372,1.769995,20.000000,0.239540,-0.074229,-0.202061,5.982686,2.249027,-1.000000
4.491298,4.783809,20.000000,0.367297,-0.508778,-0.879490,5.337675,2.521872,-1.000000
-0.686763,2.946113,20.000000,-1.098617,-0.752274,-4.294487,3.742008,2.840944,1.000000
-4.469725,-3.850669,20.000000,-0.970738,0.287595,-1.838531,2.853567,2.638227,-1.000000
-0.761629,-2.418526,20.000000,0.067399,0.610141,-1.192856,1.460778,2.666328,1.000000
-3.211572,2.166934,20.000000,-0.914411,-1.482150,-1.978331,4.159600,2.419768,1.000000
-1.896882,2.068604,20.000000,-0.661314,-0.361630,-1.083781,3.642003,2.533916,1.000000
1.683733,1.138904,20.000000,-4.691763,-3.221711,-3.592305,3.743319,2.133828,1.000000
